abbrev,name,fips,census_region_name,age0,age5,age10,age15,age20,age25,age30,age35,age40,age45,age50,age55,age60,age65,age70,age75,age80,age85,pop_per_sq_mile,housing_per_sq_mile,census_region_code,census_pop_2010,n_hospital_beds_2017,n_hospitals_2017,total_hosp_ftes_2017,n_active_mds_2017,n_hospital_admissions_2017,prev_hosp_stays_rate_2017,n_patient_days_short_term_2017,n_medicare_bene_2017,n_medicare_eligible_2018,n_airborn_infec_iso_rooms_2017,n_critical_access_hosp_2017,n_critical_access_st_gen_hosp_2017,n_fqhcs_2018,n_hosp_airborn_infec_iso_rooms_2017,n_hosp_with_ct_2017,n_hosp_with_ed_2017,n_hosp_with_telehealth_eicu_2017,n_hosp_with_urgent_care_2017,n_65yo_below_poverty_level_2017,n_65yo_below_deep_poverty_2017,n_people_below_poverty_level_2017,n_person_below_deep_poverty_level_2017,n_short_term_comm_hosp_2017,n_short_term_gen_hosp_2017,n_skilled_nursing_2017,n_st_gen_hosp_lt50_beds_2017,n_st_gen_hosp_lt100_beds_2017,n_st_gen_hosp_lt200_bed_2017,n_st_gen_hosp_lt300_bed_2017,n_st_gen_hosp_gt300_bed_2017,n_hosp_telemed_chronic_care_2017,n_hosp_telemed_postdischarge_2017,p_65yo_below_poverty_level_2017,p_people_below_deep_poverty_2017,avg_hh_size_2010,census_pop_2000,dist_st_hosp_00_04_services_2017,dist_other_hosp_00_04_services_2017,dist_st_hosp_00_39p_util_rate_2017,dist_st_hosp_05_14_services_2017,dist_other_hosp_05_14_services_2017,dist_st_hosp_15_24_services_2017,dist_other_hosp_15_24_services_2017,dist_st_hosp_25_services_2017,dist_other_hosp_25_services_2017,dist_st_hosp_40_59p_util_rate_2017,dist_st_hosp_60_79p_util_rate_2017,dist_st_hosp_80p_util_rate_2017,n_ed_visits_st_hosp_2017,n_ed_visits_other_hosp_2017,n_licensed_beds_st_hosp_2017,n_licensed_beds_all_hosp_2017,n_households_2010,n_outpatient_visits_st_gen_hosp_2017,n_outpatient_visits_va_hosp_2017,n_male_60_64_2010,n_male_65_74_2010,n_male_75_84_2010,n_total_female_2017,n_total_male_2017,n_pop_2017,n_pop_65yo_2010,n_pop_2018,n_pop_65yo_2017,n_st_comm_hosp_admissions_2017,n_st_comm_hosp_beds_2017,n_st_gen_hosp_admissions_2017,n_st_gen_hosp_beds_2017,n_active_mds_total_2017,n_inpatient_beds_2017,n_medsurg_icu_beds_2017,n_cardiac_icu_beds_2017,n_other_icu_beds_2017,n_neonatal_icu_beds_2017,n_peds_icu_beds_2017,n_burn_icu_beds_2017,n_hosp_with_medsurg_icu_2017,n_hosp_with_cardiac_icu_2017,n_hosp_with_other_icu_2017,n_hosp_with_neonatal_icu_2017,n_hosp_with_peds_icu_2017,n_hosp_with_burn_icu_2017,n_hosp_nursing_home_beds_2017,n_fac_nursing_home_beds_2018,p_18_64_no_insurance_allincome,p_18_64_no_insurance_200poverty,p_18_64_no_insurance_400poverty,n_medsurg_card_other_icu_beds_2017,n_nursing_home_beds_2017,p_nonwhite,p_white,prop_diabetes,CHD_hosp,ob_prev_adj,hypertension_hosp,prop_edu_less_high_school,prop_edu_less_college,prop_food_stamp_SNAP_recip,median_HHI,income_inequal,prop_poverty,unemployment_rate,annual_PM2.5,prop_uninsured,prop_medicaid_eligible,n_households,avg_hh_size,n_65_living_alone,p_65_living_alone,n_hh_grandparents_with_under18,p_hh_grandparents_with_under18,n_hh_with_computer,p_hh_with_computer,n_hh_with_broadband,p_hh_with_broadband,n_usa_native,p_usa_native,gini_coef,p_hh_renter,ice_wb_income,p_group_quarters,premature_mort,severe_housing_problems,severe_housing_cost_burden,p_crowded_housing,high_housing_cost,empower_medicare_bene,empower_power_depend
AL,Escambia,01053,South,2187,2339,2284,2143,2076,2681,2291,2315,2259,2436,2340,2523,2278,2041,1745,1309,818,683,40.5,17.4,3,38319,82,2,0,25,2847,7620,10239,5398,9132,4,0,0,5,1,1,1,0,1,809,138,8281,3690,2,2,2,2,0,0,0,0,0,0,2.2,10.600000000000001,2.48,38440,1,0,1,0,0,0,0,1,0,1,0,0,19380,0,91,91,14157,91780,0,1066,1580,745,18267,19180,37447,5812,36748,6478,2847,82,2847,82,25,82,8,0,0,0,0,0,1,0,0,0,0,0,0,0,18.900000000000002,27.8,22.8,8,0,38.90551866768259,61.09448133231741,17.1,100.4,38.6,187.9,19,87.9,24.7,35.1,0.484,23.3,4.7,10.2,13.2,28.6,13428,2.57,2128,15.8,1169,8.705689603812928,8778,65.4,7688,57.3,36963,99,0.4823,31.2,-0.076258564194221,0.0758144020574368,11920.569925,0.1193265007,0.1027284681,2.2758203,3050,8287,450
AL,Etowah,01055,South,5902,5934,6122,6321,6120,6708,5711,6141,6146,7161,6713,7013,7022,6424,5207,3605,2268,1983,195.2,88.7,3,104430,671,4,313,211,24511,7165,102199,14572,26732,5,0,0,10,1,1,1,0,0,1712,379,18166,6762,3,2,6,0,0,0,2,0,0,0,2.1,6.6000000000000005,2.43,103459,1,1,1,0,1,0,0,1,0,0,1,0,66265,0,346,390,42036,153886,0,3285,4120,2152,53061,49694,102755,16508,102501,19092,22558,603,21408,559,212,559,40,0,0,0,0,0,1,0,0,0,0,0,0,0,16,27.1,20.400000000000002,40,0,21.251499985365996,78.748500014634,13.5,107.8,36.4,215,16.9,83.1,15.3,41,0.444,17.5,4.3,11.5,11.5,25.8,38777,2.62,5505,14.2,2686,6.926786497150372,32325,83.4,28479,73.4,99962,97.1,0.4483,28.1,0.0707893854604534,0.0130174180825537,11760.734701,0.1219298246,0.0955538116,1.4003738,9543,25157,1453
AL,Fayette,01057,South,921,957,1002,941,951,1015,871,906,906,1088,1039,1196,1168,1090,897,698,447,340,27.5,13.4,3,17241,167,1,0,27,1002,5503,44954,3450,5110,0,0,0,0,0,1,1,0,0,362,100,2967,1374,1,1,1,0,0,1,0,0,0,0,3.1,8.4,2.39,18495,0,0,0,0,0,1,0,0,0,0,1,0,10878,0,183,183,7100,49977,0,562,828,408,8376,8092,16468,3084,16433,3460,1002,167,1002,167,27,167,6,0,0,0,0,0,1,0,0,0,0,0,122,0,14.5,23.400000000000002,18,6,122,15.055072110996164,84.94492788900384,21,99.2,38.4,200.4,20.4,85.4,23.2,38.4,0.467,20.3,4.5,10.6,10.8,26.8,6947,2.34,860,12.4,339,4.879804232042608,5408,77.8,4785,68.9,16433,99.1,0.4635,22.1,0.0473585720454873,0.0197769068435333,9663.7324288,0.1279317697,0.1002718212,1.5097053,1645,3830,199
AL,Franklin,01059,South,2084,2098,2187,2028,1827,2094,1793,1861,2017,2124,2031,2010,1913,1641,1364,1025,701,565,50,22.1,3,31704,117,2,0,23,2374,7810,12955,5191,7052,0,1,1,1,0,1,1,0,0,618,195,7175,2690,2,2,4,1,1,0,0,0,0,0,3.9000000000000004,8.6,2.56,31223,1,0,2,0,0,0,0,1,0,0,0,0,10723,0,25,25,12286,30314,0,866,1259,662,15668,15827,31495,4825,31363,5188,2374,117,2374,117,25,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.900000000000002,31.8,24.1,0,0,22.941045180626855,77.05895481937316,13.3,92.7,33.2,195.2,23.6,86.6,20.6,37,0.431,20.1,4.2,10.5,13.1,29.8,11210,2.79,1672,14.9,710,6.333630686886709,8026,71.6,6688,59.7,28623,90.7,0.4224,29.4,0.0816235504014273,0.00808445881681568,10875.865439,0.1231218698,0.080941662,3.6503944,2448,6847,469
AL,Geneva,01061,South,1422,1559,1701,1635,1322,1537,1437,1516,1511,1738,1820,1807,1968,1675,1421,993,674,578,46.6,22.1,3,26790,147,1,0,11,1497,5629,46730,5200,7215,1,0,0,1,1,1,1,0,0,548,150,5903,2182,1,1,2,0,0,1,0,0,0,0,3.1,8.3,2.43,25764,0,0,0,0,0,0,0,1,0,0,0,1,8741,0,179,179,10920,22356,0,903,1236,615,13506,12915,26421,4674,26314,5291,1497,147,1497,147,11,147,6,0,0,0,0,0,1,1,0,0,0,0,96,0,18.1,28.400000000000002,22,6,96,15.20103367028958,84.79896632971042,14.3,88.8,38.8,166.4,21,88.9,22.1,37,0.445,20.9,4,10.6,14.1,28.5,10479,2.5,1277,12.2,911,8.693577631453383,8362,79.8,7006,66.9,26085,98.5,0.4413,29.2,0.0644145433724592,0.00939941867049186,10643.192414,0.1148303115,0.0922193106,1.6178809,2189,6570,402
AL,Greene,01063,South,475,518,515,483,465,531,421,445,384,414,481,617,647,640,432,318,206,241,14,7.7,3,9045,92,1,0,6,255,7559,20194,1718,2392,0,0,0,1,0,1,1,0,0,329,71,3293,1985,1,1,1,0,1,0,0,0,0,0,4.4,23.400000000000002,2.39,9974,0,0,0,0,0,0,0,1,0,0,1,0,3300,0,92,92,3764,3300,0,270,354,200,4397,3933,8330,1454,8233,1778,255,92,255,92,6,92,0,0,0,0,0,0,0,0,0,0,0,0,72,0,14.700000000000001,20.200000000000003,16.7,0,72,82.14502611441759,17.85497388558241,11.3,78.4,42.4,198.6,23.4,88.6,37.3,26.6,0.515,34,7.3,10.5,11.1,42.6,2955,2.83,570,19.3,181,6.125211505922166,1631,55.2,1365,46.2,8418,99.9,0.5041,31.3,-0.452791878172589,0.00747685734630904,12886.136939,0.175,0.1993934799,3.4710743,1188,2147,66
AL,Hale,01065,South,979,909,956,910,933,951,783,840,795,806,916,1106,1013,923,715,486,355,350,24.5,11.9,3,15760,20,1,0,5,522,6807,2664,3000,4284,0,0,0,1,0,0,0,0,0,452,58,3852,1705,1,1,2,1,0,0,0,0,0,0,2.3000000000000003,11.600000000000001,2.46,17185,1,0,1,0,0,0,0,0,0,0,0,0,2448,0,0,0,6273,15918,0,496,600,312,7773,7039,14812,2370,14726,2783,522,20,522,20,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.700000000000001,20.400000000000002,16.1,0,0,59.94839060165693,40.05160939834307,15.5,99.9,42.2,216.6,18.9,85.6,27.7,35.4,0.497,23.7,5.5,10.8,11.2,39.8,5658,2.6,731,12.9,473,8.359844468009896,3713,65.6,3106,54.9,14801,99.4,0.5071,28.5,-0.217391304347826,0.0133673675018472,11901.734306,0.1789029536,0.1372627373,3.7076273,1516,3930,167
AL,Henry,01067,South,915,926,1060,990,851,961,891,1023,1028,1129,1135,1112,1278,1290,1072,662,463,423,30.8,15.8,3,17302,0,0,0,4,0,4305,0,2943,5000,0,0,0,1,0,0,0,0,0,473,102,2310,835,0,0,1,0,0,0,0,0,0,0,3,5,2.45,16310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6994,0,0,653,836,373,8860,8287,17147,3044,17209,3810,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,26.3,19.900000000000002,0,0,29.961066883607412,70.03893311639258,13.7,80.5,38.5,156.3,19.4,82.9,19.1,41.4,0.453,18.7,4.5,10.9,11.7,24.3,6669,2.52,921,13.8,507,7.602339181286549,5402,81,4813,72.2,16939,98.9,0.435,17.2,0.0472334682860999,0.0181616444755898,9803.3902633,0.1116751269,0.0933833881,0.72840792,1354,4661,235
AL,Houston,01069,South,6350,6528,6887,6606,5834,6980,6668,6634,6244,6732,6752,7167,6701,5936,4985,3373,2308,2037,175.1,78.2,3,101547,661,5,614,341,33868,5137,145061,15017,24638,18,0,0,0,1,1,1,0,0,1518,363,19030,8132,3,2,3,0,0,1,0,1,0,0,2.1,7.9,2.44,88787,1,2,0,0,1,0,0,1,0,0,1,1,77821,0,235,273,40969,351417,0,2880,3701,1979,54295,50051,104346,14675,104722,18143,32651,585,31212,534,349,534,13,5,0,6,0,0,1,1,0,1,0,0,0,0,14.4,25.200000000000003,19.200000000000003,18,0,32.685586600714274,67.31441339928573,11.8,86.5,36,166.1,14.7,79.1,19.4,42.9,0.48,19.4,4.1,10.7,11.1,26,39253,2.63,4744,12.1,2648,6.7459811988892575,31438,80.1,27635,70.4,101985,97.7,0.4808,34.4,0.04369092808193,0.00898880711438209,9376.7186064,0.1315218778,0.1294905248,1.2942367,10667,21995,1228
AL,Jackson,01071,South,2776,2856,3151,3107,2745,3219,2645,2991,3208,3518,3442,3763,3942,3266,2814,2044,1292,957,49.4,23,3,53227,92,1,0,49,3313,6730,12264,8888,13582,0,0,0,6,0,0,0,0,0,1161,457,9827,4213,1,1,3,0,1,0,0,0,0,0,4.800000000000001,8.1,2.45,53926,1,0,1,0,0,0,0,0,0,0,0,0,8822,0,0,0,21513,52285,0,1706,2550,1084,26398,25511,51909,8773,51736,10147,3313,92,3313,92,49,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,27.900000000000002,21,0,0,9.188959331993196,90.8110406680068,13.9,100.9,37.7,174.3,18.6,86.6,16.2,41.4,0.454,17.5,4.7,11,12.6,23.7,20626,2.49,2630,12.8,1604,7.776592650053331,16151,78.3,13836,67.1,51195,98.3,0.4616,25.9,0.101328420440221,0.0126694053057934,11015.602307,0.0969162996,0.1006474076,2.2682638,4197,13388,808
AL,Jefferson,01073,South,41882,41984,41913,40910,41674,50181,45744,43846,39621,40600,39767,44002,42629,35993,25592,17412,12107,13443,592.5,270.5,3,658466,4347,14,5334,4064,179012,4236,938375,51208,136483,174,0,0,14,7,7,7,0,1,9567,2630,113368,48461,9,8,34,0,0,1,1,6,0,2,2.8000000000000003,7.5,2.44,662047,1,4,0,0,1,0,0,7,1,1,6,1,430604,65427,3722,4154,263568,2314452,545060,16769,19317,11131,347367,311830,659197,86443,659300,101476,168744,3933,154947,3645,4128,3645,320,162,16,148,1,12,7,6,2,6,1,1,0,0,12.700000000000001,24.900000000000002,18.3,498,0,49.75792507204611,50.242074927953894,11.7,73.8,32.9,151.9,10.6,68.1,18.1,50.1,0.501,15.3,4.1,13.4,9.9,22.2,260924,2.47,28298,10.8,16156,6.191841302448223,224867,86.2,199423,76.4,633282,96,0.4996,37.2,0.0227805797856847,0.0242585150297321,10995.21459,0.1773464147,0.1562442765,1.30992,80966,126886,5589
AL,Lamar,01075,South,743,755,916,829,707,756,740,731,835,928,884,1019,1003,848,800,598,426,326,24.1,12.2,3,14564,0,0,0,2,0,5852,0,3145,3994,0,0,0,1,0,0,0,0,0,353,78,3191,1139,0,0,1,0,0,0,0,0,0,0,2.8000000000000003,8.200000000000001,2.35,15904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6103,0,0,498,729,370,7122,6824,13946,2732,13844,2994,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,22.8,17.6,0,0,13.05258595781566,86.94741404218433,16,81.9,35.9,175.1,20.5,86.7,19.9,38.4,0.473,18.6,3.9,10.3,11.1,28.3,5974,2.3,847,14.2,311,5.205892199531302,4583,76.7,3761,63,13847,99.4,0.4623,23.6,0.0463675929025778,0.0134931457690375,12557.421714,0.1156351792,0.077587727,1.2460542,1133,3868,213
AL,Lauderdale,01077,South,4734,4836,5325,6016,7668,5905,5102,5112,4815,5738,5919,6260,6394,5746,4849,3561,2312,2095,138.8,65.6,3,92709,278,1,0,169,15338,5480,62688,15213,22596,0,0,0,3,0,0,0,0,0,1436,518,14701,6440,1,1,5,0,0,0,1,0,0,0,3.1,7.1000000000000005,2.35,87966,1,0,0,0,0,0,0,0,0,0,1,0,21243,0,0,0,38680,102421,0,2744,3926,2117,48227,44311,92538,15553,92387,18111,15338,278,15338,278,171,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.100000000000001,25.6,18.900000000000002,0,0,14.407871237295291,85.59212876270472,11.9,81.7,34.9,173.4,14.1,77.5,14.2,44.1,0.46,15.2,4.3,11,9.9,20.4,38514,2.35,5343,13.9,2083,5.408422911149192,31102,80.8,26448,68.7,90680,97.9,0.4672,31.5,0.112764189645324,0.023859156450829,8950.9558908,0.1276871277,0.1055101257,1.203603,8655,21001,1120
AL,Lawrence,01079,South,1810,1957,2106,1912,1780,2136,1829,1817,1882,2263,2442,2572,2300,1961,1705,1225,702,558,49.7,22,3,34339,43,1,0,6,645,6598,2848,5482,8125,2,0,0,1,1,1,1,0,1,680,228,5490,2061,1,1,1,1,0,0,0,0,0,0,4.1000000000000005,6.2,2.5,34803,0,0,1,0,0,0,0,1,0,0,0,0,10557,0,98,98,13654,66459,0,1073,1449,598,16944,16105,33049,4999,32957,6012,645,43,645,43,6,43,6,0,0,0,0,0,1,0,0,0,0,0,0,0,17.5,28.700000000000003,22.1,6,0,20.526746973328883,79.47325302667112,16.9,93.8,35.1,191.4,22,89.8,19.5,43.1,0.432,16.8,4.8,11.3,14,22.9,12811,2.57,1522,11.9,1046,8.16485832487706,9740,76,7590,59.2,32847,99,0.4389,20.9,0.0807899461400359,0.00699406107744717,11245.917551,0.1145179165,0.1043485423,1.1795343,2690,5965,405
AL,Lee,01081,South,9629,9551,10043,13355,21876,12706,10547,10381,9361,10004,9324,9428,8255,6850,5310,3409,2111,1801,230.8,102.7,3,140247,560,1,0,200,15067,3778,142373,14070,24613,4,0,0,0,1,1,1,0,0,1548,454,33132,18546,1,1,3,0,0,0,0,1,0,0,2.7,12.3,2.44,115092,0,0,0,0,0,0,0,1,0,0,1,0,56083,0,645,645,55682,175793,0,3015,3514,1665,81968,79636,161604,12716,163941,18611,15067,560,15067,560,212,560,36,8,0,0,0,0,1,1,0,0,0,0,216,0,12.8,23.3,17.7,44,216,31.662610329325798,68.33738967067421,9.5,70.6,31.5,133.5,10.1,65.1,11.7,47.7,0.501,18.3,3.7,12.1,10.5,15.8,59373,2.58,4562,7.7,3500,5.894935408350597,53634,90.3,47704,80.3,150602,94.5,0.5081,39.7,0.0864534384316103,0.037021225837639,7084.994902,0.1991429071,0.1776028775,2.8558838,18126,22607,1160
AL,Limestone,01083,South,5393,5968,6388,6007,5183,6187,6352,6652,6428,6969,7112,7031,5896,4845,3977,2693,1702,1391,147.8,62.5,3,82782,71,1,0,63,3855,5951,14593,11192,18356,4,0,0,0,1,1,1,0,1,1331,389,13138,5242,1,1,2,0,1,0,0,0,0,0,3,5.9,2.54,65676,0,0,0,0,0,0,0,1,0,1,0,0,33495,0,71,71,31446,103716,0,2292,2936,1277,46996,47406,94402,10187,96174,14091,3855,71,3855,71,66,71,10,0,0,0,0,0,1,0,0,0,0,0,0,0,14.100000000000001,30.1,21,10,0,22.593424418241938,77.40657558175806,12.5,79,33.5,170.9,16.3,75.4,12.6,52.2,0.458,12.8,3.8,11.8,11.1,16.6,32126,2.81,3505,10.9,2313,7.199775882462803,27556,85.8,24612,76.6,89613,96.3,0.4509,22,0.173473199277843,0.0308644628809698,7645.1404859,0.1106627348,0.0976378966,1.8310381,7041,16497,967
AL,Lowndes,01085,South,614,662,606,558,575,711,533,561,503,580,690,769,732,579,490,376,220,215,15.8,7.2,3,11299,0,0,0,1,0,5337,0,1100,2983,0,0,0,3,0,0,0,0,0,296,102,3095,1578,0,0,1,0,0,0,0,0,0,0,5.800000000000001,15.4,2.57,13473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352,0,0,306,476,180,5301,4775,10076,1655,9974,1830,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,21.200000000000003,16.400000000000002,0,0,74.56386605173451,25.43613394826549,11.4,88.5,46.6,172.9,24,86.3,39.7,32,0.506,31.7,7.4,10.9,11.4,40.1,4180,2.43,584,14,341,8.157894736842106,2769,66.2,2066,49.4,10204,99.7,0.4999,26.3,-0.330143540669856,0.00947635795232513,17068.203733,0.2114485981,0.171360255,1.3228127,1355,2499,134
AL,Macon,01087,South,855,839,838,1669,2195,1242,837,834,823,958,1100,1255,1238,1303,969,646,413,425,35.2,16.8,3,21452,0,0,0,10,0,5299,0,2243,4867,0,0,0,1,0,0,0,0,0,582,94,4380,2278,0,0,1,0,0,0,0,0,0,0,2.8000000000000003,13.4,2.32,24105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8499,0,0,637,721,381,10196,8559,18755,3031,18439,3634,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.100000000000001,19.200000000000003,15.4,0,0,83.36677694018114,16.633223059818864,21.3,71.8,46.9,160.2,18.4,79.9,36.2,30.7,0.506,30,5.4,11.7,10.4,31.5,7637,2.19,1136,14.9,502,6.573261751996857,5615,73.5,4263,55.8,18853,98.9,0.5145,34.3,-0.32696084850072,0.12076204471502,11805.597214,0.2078651685,0.1871460929,1.2990321,2424,3972,218
AL,Madison,01089,South,21403,21675,22960,23962,24647,26312,24897,23465,21173,23274,26096,28379,23151,17730,14047,10104,7021,6223,417.7,182.7,3,334811,1278,5,515,997,63284,5154,280496,41237,67210,0,0,0,3,0,1,1,0,0,3847,911,46925,20896,3,2,12,0,0,1,0,1,0,0,1.9000000000000001,6.1000000000000005,2.43,276700,1,2,0,0,0,0,1,1,0,0,2,0,218603,3484,971,991,134700,956155,0,8220,10499,5625,184644,176402,361046,40873,366519,52852,60629,1174,58789,1104,1029,1104,64,34,17,30,11,0,1,1,1,1,1,0,0,0,11.8,28.200000000000003,19.8,115,0,34.10464396115891,65.8953560388411,12.4,67.3,31.8,150.2,9.2,59.4,12,61.2,0.467,13.5,3.7,11.6,8.8,15.3,145256,2.4,14353,9.9,6454,4.443189954287603,131997,90.9,121870,83.9,337989,94.5,0.4673,32.8,0.167800297405959,0.024728716858709,8015.2928784,0.125612456,0.1084949784,1.4171933,33939,60526,2463
AL,Marengo,01091,South,1209,1155,1228,1152,1106,1226,1070,1005,1078,1182,1239,1332,1347,1128,950,693,456,510,21.5,10.5,3,21027,47,1,0,11,1934,6242,10188,4063,5639,0,0,0,3,0,0,0,0,0,659,63,5000,1722,1,1,2,1,0,0,0,0,0,0,1.8,8.8,2.43,22539,1,0,0,0,0,0,0,0,0,1,0,0,6054,0,0,0,8535,39789,0,624,848,479,10255,9120,19375,3424,19066,3746,1934,47,1934,47,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.600000000000001,20.400000000000002,15.700000000000001,0,0,54.709954893527744,45.290045106472256,14.9,79.8,41.2,187.8,16.8,84.6,27.3,34.8,0.53,25.8,5.5,10.6,10.1,32.4,7768,2.48,1042,13.4,474,6.1019567456230686,5239,67.4,4128,53.1,19451,99.6,0.5386,28.8,-0.211122554067971,0.0120790254887911,11227.691876,0.1811594203,0.1617832609,1.4169278,2322,4944,229
AL,Marion,01093,South,1597,1635,1790,1792,1580,1796,1596,1677,1666,2042,2083,2192,1996,1838,1647,1260,875,701,41.5,19.9,3,30776,81,2,0,9,2119,7117,11748,5418,7474,0,0,0,0,0,0,0,0,0,615,118,5175,2026,2,2,3,1,1,0,0,0,0,0,2,6.9,2.36,31214,2,0,1,0,0,0,0,0,0,0,1,0,13443,0,0,0,12651,52763,0,1058,1561,715,15068,14765,29833,5645,29763,6274,2119,81,2119,81,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,23,17.7,0,0,7.421966871619125,92.57803312838088,18.1,86.1,37.4,181.9,19.3,86.6,21.1,36.4,0.473,18.5,4.6,10.5,11.4,26,12212,2.41,1937,15.9,961,7.8693088765149035,9472,77.6,7892,64.6,29589,98.7,0.4596,24.6,0.0969538159187684,0.0168196228933756,10859.874083,0.1222965002,0.0941417242,1.2768008,2637,6678,447
AL,Marshall,01095,South,6769,6433,6853,6072,5490,6270,5701,5714,5528,6222,6103,6515,6064,5087,4343,3282,1984,1679,164.4,71.3,3,93019,204,2,0,101,8545,5877,37962,14302,21527,2,0,0,2,2,2,2,0,0,1527,379,19654,8169,2,2,5,0,1,1,0,0,0,0,2.5,8.700000000000001,2.57,82231,0,0,0,0,0,0,0,2,0,2,0,0,73274,0,240,240,35810,501208,0,2547,3723,1818,48428,47120,95548,13862,96109,16023,8545,204,8545,204,103,204,20,0,0,0,0,0,2,0,0,0,0,0,0,0,20.8,34.800000000000004,26.400000000000002,20,0,18.613241215703002,81.386758784297,10.2,88.8,33.2,164.5,20,82.3,19.5,42.1,0.482,21,3.7,11.8,13.7,26.2,34896,2.7,4371,12.5,2345,6.719967904630904,28801,82.5,25992,74.5,88900,93.4,0.4805,29.6,0.154000458505273,0.0108255820064113,10530.241044,0.1392294221,0.1223094068,3.3421998,8787,20220,1289
AL,Mobile,01097,South,26937,26470,26929,26632,26777,30611,27297,25747,23781,24821,25702,28165,26847,22367,17711,11974,7751,7238,335.9,144.9,3,412992,1490,7,1630,1233,71700,6066,342457,32350,85646,9,0,0,18,2,3,3,0,0,6485,1576,78256,34980,5,4,18,0,0,1,1,2,0,0,2.6,8.6,2.56,399843,1,1,0,0,1,0,0,3,1,0,2,2,167996,38144,1018,1230,158435,618920,0,10959,13522,6687,216482,197473,413955,53321,413757,65209,70120,1392,61403,1220,1253,1220,77,34,7,0,0,7,3,3,1,0,1,1,0,0,15.200000000000001,26.200000000000003,20,118,0,42.553479457749354,57.446520542250646,12.6,92.3,37.1,172.6,13.7,77,22.3,45.2,0.473,19.5,5,10.8,12.4,25.7,155831,2.6,16993,10.9,10993,7.054437178738506,128605,82.5,112538,72.2,401061,96.7,0.4765,35.1,-0.00338828602781218,0.0215791771069722,10333.268119,0.1703093586,0.1513237927,1.9935759,46649,78429,4875
AL,Monroe,01099,South,1105,1193,1390,1386,1240,1254,1010,1131,1178,1328,1447,1572,1558,1331,1056,837,484,567,22.5,11,3,23068,44,1,0,14,1099,4791,4680,3740,5480,0,0,0,5,0,0,0,0,0,726,124,7249,4006,1,1,2,1,0,0,0,0,0,0,3.2,18.6,2.48,24324,1,0,1,0,0,0,0,0,0,0,0,0,5896,0,0,0,9214,38752,0,706,905,480,11181,10146,21327,3618,21067,4181,1099,44,1099,44,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,24.8,19.900000000000002,0,0,45.18915839939241,54.81084160060759,15.7,79.2,39.6,165.2,17,87.5,22.7,36.6,0.557,25.7,6.3,10.4,12.3,28.5,8149,2.61,1173,14.4,560,6.872008835439932,4107,50.4,3393,41.6,21376,99.4,0.5477,39.1,-0.150325193275248,0.0115749349200446,12279.621993,0.1231409875,0.1465587045,0.8772999,1672,4763,271
AL,Montgomery,01101,South,15223,14511,14478,14843,15908,17384,15399,14904,13179,13806,13491,14565,13899,11719,8473,5868,4101,4012,292.5,129.6,3,229363,1195,6,306,658,49502,5809,278684,19654,44732,21,0,0,7,2,3,3,0,1,3148,751,45863,21666,4,4,7,0,0,1,2,1,1,1,2.5,9.8,2.45,223510,1,1,0,0,0,0,0,3,1,0,4,0,194726,0,1008,1078,89981,958225,441820,5465,6505,3554,119748,106898,226646,27421,225763,33102,44829,885,47200,1060,693,1060,56,28,6,71,0,0,3,2,1,2,0,0,0,112,14.3,25.3,19.3,90,112,66.29474271691996,33.705257283080044,13,69.4,36.5,155.9,14.3,67.7,24.5,45.1,0.483,18.8,4.1,11.9,11.1,26.5,89835,2.45,9738,10.8,5454,6.0711304057438635,77208,85.9,69495,77.4,216322,95.3,0.4929,41.4,-0.0716424556130684,0.0304572554099964,9964.8736883,0.1883726125,0.1695747317,1.7332027,28767,39940,1986
